CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
222,Male,26.68,49.6,82.94
223,Female,28.53,41.99,76.55
224,Male,36.99,44.99,77.55
225,Female,25.18,44.96,81.12
226,Male,29.6,40.09,74.82
227,Female,18.0,42.25,72.36
228,Male,30.3,47.04,78.68
229,Female,38.6,49.48,82.38
230,Male,31.86,43.29,74.64
231,Male,26.95,37.4,77.24
232,Female,29.74,48.87,74.97
233,Male,29.73,44.59,81.31
234,Female,35.88,46.47,77.9
235,Male,29.6,47.31,78.36
236,Female,27.07,39.83,76.77
237,Female,26.58,42.95,74.89
238,Female,27.04,48.13,74.9
239,Male,24.13,46.0,69.27
240,Male,22.83,44.82,76.9
241,Male,33.45,46.68,72.36
242,Female,26.02,38.75,76.36
243,Male,32.06,44.27,79.74
244,Male,28.38,47.62,78.52
245,Male,30.77,39.68,83.3
246,Male,25.56,47.45,82.22
247,Male,28.49,44.34,82.43
248,Female,29.16,43.9,73.45
249,Male,32.87,46.07,76.7
250,Female,34.5,50.23,71.59
251,Female,28.96,47.93,73.92
252,Male,34.55,48.52,69.61
253,Male,30.78,46.85,73.62
254,Female,36.13,45.54,74.31
255,Male,32.14,38.87,68.1
256,Male,27.23,36.88,84.43
257,Female,29.6,50.6,70.01
258,Female,28.15,41.28,74.31
259,Female,32.23,48.35,68.08
260,Female,24.76,42.67,76.66
261,Female,30.61,44.46,72.45
262,Female,29.4,45.35,79.67
263,Female,31.24,43.33,64.08
264,Male,24.21,44.95,69.11
265,Male,28.08,37.52,65.58
266,Female,36.41,49.54,78.06
267,Male,32.97,67.39,34.41
268,Female,45.41,73.61,37.19
269,Male,38.35,61.38,35.15
270,Male,49.82,65.3,41.12
271,Female,42.1,60.04,31.47
272,Female,40.88,68.0,36.68
273,Female,50.21,68.37,33.45
274,Female,39.59,64.81,28.08
275,Male,37.53,64.5,36.23
276,Male,35.65,64.33,38.76
277,Female,42.82,66.22,37.05
278,Male,44.17,65.98,40.01
279,Male,35.51,67.53,33.06
280,Male,42.71,65.1,39.97
281,Male,41.74,69.71,32.01
282,Male,41.0,62.01,30.68
283,Female,43.07,66.91,38.44
284,Male,38.86,59.75,38.43
285,Male,47.91,69.99,39.95
286,Male,30.78,65.6,35.58
287,Female,35.4,62.64,33.93
288,Male,38.82,58.48,39.15
289,Male,44.18,69.62,36.65
290,Female,42.33,60.85,31.05
291,Male,40.65,66.96,37.51
292,Male,34.33,48.29,43.72
293,Male,41.88,64.09,30.7
294,Male,37.84,64.77,37.45
295,Female,37.68,66.16,37.27
296,Female,45.37,69.29,35.7
297,Male,43.87,61.97,37.58
298,Male,45.24,68.55,37.32
299,Male,26.94,62.67,32.24
300,Male,43.84,64.84,31.53
301,Female,34.92,60.42,35.9
302,Male,41.76,65.41,36.19
303,Female,42.72,65.44,35.68
304,Male,39.31,67.49,37.42
305,Female,38.21,69.17,27.03
306,Female,42.78,63.12,40.52
307,Male,34.94,67.44,31.39
308,Female,40.02,62.61,30.52
309,Female,37.63,69.62,35.95
310,Female,46.25,58.99,37.33
311,Female,37.93,63.46,36.63
312,Female,42.4,69.86,30.87
313,Male,36.6,66.68,42.15
314,Male,37.71,64.68,39.65
315,Male,37.92,64.85,36.54
316,Male,39.62,65.11,36.03
317,Female,35.04,66.89,30.38
318,Male,44.15,72.25,35.53
319,Male,44.1,66.13,31.43
320,Female,38.11,66.38,38.51
321,Male,41.98,60.74,36.58
322,Male,39.21,63.57,28.86
323,Female,38.92,60.73,37.94
324,Male,33.44,59.03,36.98
325,Male,38.66,66.42,31.63
326,Male,30.01,64.73,33.43
327,Female,43.17,61.24,37.92
328,Female,39.21,64.29,41.37
329,Female,45.73,62.48,35.62
330,Male,45.36,61.02,31.75
331,Female,43.24,60.1,34.18
332,Female,32.1,69.42,33.48
333,Female,42.39,70.03,29.55
334,Male,30.58,61.73,30.32
335,Male,35.98,68.5,24.88
336,Male,37.05,64.81,34.04
337,Male,49.37,66.96,38.82
338,Female,46.71,64.27,43.0
339,Male,44.95,65.66,26.38
340,Male,42.5,66.16,27.92
341,Female,33.29,63.78,42.74
342,Male,41.35,70.94,33.62
343,Male,39.65,69.29,37.36
344,Female,35.09,69.85,36.27
345,Male,29.8,62.39,32.21
346,Male,40.36,63.67,27.46
347,Female,36.25,66.82,35.05
348,Male,44.05,63.35,38.09
349,Male,39.13,71.49,38.21
350,Male,42.12,71.8,34.42
351,Male,37.77,64.23,41.45
352,Female,39.04,66.64,35.48
353,Female,42.9,66.75,36.12
354,Female,36.83,68.4,30.37
355,Female,43.79,65.79,36.98
356,Male,32.83,69.63,27.82
357,Female,40.56,56.53,28.95
358,Male,36.61,58.9,30.97
359,Female,46.07,55.45,34.93
360,Male,42.99,67.63,33.31
361,Male,40.28,68.55,33.51
362,Male,32.81,61.46,33.82
363,Male,39.84,62.85,31.7
364,Male,34.09,71.57,36.2
365,Male,35.66,69.9,37.26
366,Male,34.11,53.02,36.24
367,Female,33.28,68.86,34.65
368,Male,42.43,65.31,41.24
369,Female,44.85,66.34,26.27
370,Female,45.56,75.3,32.49
371,Female,35.73,63.57,34.48
372,Male,39.71,63.18,21.92
373,Male,42.41,58.49,27.97
374,Male,37.83,65.01,30.27
375,Male,36.42,64.3,31.77
376,Female,42.27,63.99,34.92
377,Female,44.49,69.57,38.23
378,Female,40.81,68.58,38.42
379,Male,31.0,71.79,39.14
380,Female,36.65,65.75,41.47
381,Male,37.09,62.07,33.62
382,Male,41.49,60.59,36.23
383,Female,40.69,64.5,33.98
384,Female,39.13,67.58,41.03
385,Female,44.54,63.58,42.12
386,Female,41.53,63.7,31.34
387,Male,40.52,63.23,45.49
388,Female,44.78,59.76,39.29
389,Female,37.68,65.46,34.35
390,Male,41.19,59.67,35.56
391,Female,40.41,71.56,36.46
392,Female,49.22,73.09,32.73
393,Female,49.23,65.77,32.82
394,Female,38.59,60.24,26.44
395,Female,40.11,56.14,46.93
396,Male,40.11,65.01,36.76
397,Female,39.41,68.86,30.49
398,Male,39.77,60.12,28.3
399,Male,40.08,70.64,40.8
400,Male,52.29,85.97,91.72
401,Male,48.0,85.46,91.21
402,Male,48.33,81.08,85.66
403,Male,47.67,84.97,85.63
404,Female,47.78,88.36,80.86
405,Male,53.96,87.06,84.86
406,Male,41.89,85.69,85.98
407,Male,42.84,87.5,81.16
408,Female,48.89,89.62,89.1
409,Male,45.87,81.41,84.1
410,Male,46.7,87.6,81.6
411,Female,42.43,90.85,92.7
412,Male,41.47,87.45,77.29
413,Male,42.96,84.19,91.63
414,Male,53.49,84.56,86.65
415,Male,49.8,84.43,81.13
416,Male,43.21,87.29,84.9
417,Female,42.1,84.47,80.97
418,Male,48.55,88.37,89.14
419,Male,46.0,86.6,87.62
420,Female,46.43,86.45,81.93
421,Female,44.19,85.27,79.8
422,Male,49.74,78.0,85.58
423,Female,45.12,82.16,87.49
424,Female,51.67,89.37,80.03
425,Male,40.01,86.55,81.79
426,Female,40.2,84.47,87.16
427,Male,41.62,90.71,84.22
428,Male,45.34,88.9,83.08
429,Female,44.95,82.85,87.32
430,Female,40.17,82.41,87.04
431,Male,46.6,87.74,84.53
432,Female,43.47,85.84,84.05
433,Male,49.6,85.26,83.99
434,Male,43.86,91.16,88.2
435,Female,48.71,83.54,83.87
436,Male,44.46,81.24,88.72
437,Female,42.66,86.9,84.22
438,Male,41.99,92.21,76.11
439,Female,46.71,87.55,82.53
440,Male,44.75,83.79,86.59
441,Female,43.5,84.26,89.49
442,Male,46.26,87.02,92.28
443,Male,49.93,85.96,88.87
444,Female,44.95,84.96,88.75
445,Female,45.46,82.06,82.1
446,Male,45.87,84.63,87.6
447,Male,45.75,85.21,92.4
448,Female,47.21,79.98,78.79
449,Female,50.64,83.69,87.68
450,Male,45.28,83.53,87.25
451,Female,43.41,82.48,78.57
452,Female,40.85,84.22,86.89
453,Female,47.12,82.79,85.77
454,Female,44.06,89.0,86.77
455,Female,44.69,82.38,79.8
456,Female,42.26,86.58,83.79
457,Male,46.39,81.96,87.58
458,Female,47.74,90.18,89.9
459,Female,37.94,82.25,81.86
460,Male,43.76,86.32,81.17
461,Female,46.71,87.06,82.56
462,Male,52.58,82.72,83.45
463,Male,37.61,89.35,88.22
464,Female,49.99,93.12,89.27
465,Female,47.19,95.36,86.53
466,Male,47.47,74.22,87.65
467,Male,47.3,87.38,85.11
468,Male,50.02,83.16,86.99
469,Female,48.06,75.97,87.7
470,Female,42.67,79.7,84.14
471,Female,42.2,88.39,83.74
472,Male,47.14,87.4,86.65
473,Male,47.88,91.31,95.52
474,Female,47.5,84.81,94.98
475,Female,50.78,82.94,90.02
476,Male,41.32,79.3,86.33
477,Male,49.29,86.83,75.7
478,Male,41.96,80.71,92.37
479,Male,43.44,90.02,83.16
480,Male,43.64,80.06,89.63
481,Female,39.92,83.84,87.57
482,Male,44.34,87.36,78.41
483,Female,39.2,75.47,81.71
484,Female,46.14,87.92,77.95
485,Female,43.33,85.93,79.49
486,Male,46.6,90.03,89.57
487,Male,44.6,88.61,82.87
488,Male,47.61,85.92,89.97
489,Male,51.01,84.34,95.77
490,Male,48.6,88.04,87.48
491,Female,40.47,86.67,94.07
492,Male,45.06,76.53,89.74
493,Female,43.47,78.38,76.53
494,Female,45.87,83.19,90.31
495,Male,41.44,78.5,91.96
496,Female,42.65,82.63,77.73
497,Female,48.29,94.88,86.26
498,Female,46.09,96.29,85.28
499,Female,41.53,90.0,79.83
500,Male,48.58,84.93,79.29
501,Female,46.58,91.21,80.48
502,Female,46.43,83.44,77.16
503,Female,41.58,84.05,82.49
504,Male,48.89,83.07,78.43
505,Female,50.64,78.73,85.92
506,Male,46.95,76.29,76.57
507,Female,43.49,91.2,84.27
508,Male,41.05,86.6,92.49
509,Female,45.56,94.63,89.89
510,Female,38.84,83.79,87.8
511,Male,35.8,86.03,88.15
512,Female,45.92,87.1,84.7
513,Male,44.27,87.41,86.83
514,Female,46.84,87.62,84.39
515,Male,44.19,86.75,71.79
516,Male,44.86,80.54,89.48
517,Male,52.4,87.02,86.66
518,Male,37.3,86.7,89.78
519,Male,45.81,85.79,77.26
520,Male,43.93,83.62,85.74
521,Female,48.87,89.71,84.98
522,Male,44.78,91.64,95.88
523,Male,41.7,85.78,85.56
524,Male,39.52,87.02,87.61
525,Female,43.31,93.13,81.4
526,Female,37.33,86.8,88.08
527,Female,48.37,76.24,80.38
528,Male,37.29,90.8,81.22
529,Female,44.44,97.05,82.27
530,Female,43.86,83.2,83.18
531,Female,42.7,83.58,83.95
532,Male,41.55,80.92,88.6
533,Male,53.04,102.24,54.5
534,Male,49.52,105.46,46.05
535,Female,59.12,106.83,48.37
536,Male,44.92,110.84,50.03
537,Female,51.66,102.24,46.39
538,Male,50.88,95.27,44.77
539,Female,60.42,104.53,38.96
540,Male,56.47,105.52,51.14
541,Male,57.4,98.35,38.42
542,Female,50.26,106.11,39.28
543,Male,53.08,93.77,47.45
544,Male,53.99,114.43,47.68
545,Male,53.6,109.14,43.69
546,Male,49.12,110.14,62.55
547,Male,56.59,99.72,40.58
548,Female,62.57,106.09,47.15
549,Male,51.17,99.47,39.58
550,Male,57.34,105.95,55.77
551,Female,57.29,109.77,47.9
552,Female,49.79,105.79,48.63
553,Female,58.36,110.24,52.32
554,Male,56.79,104.66,40.51
555,Female,59.84,100.59,40.89
556,Female,50.37,100.87,42.81
557,Male,62.88,102.53,43.36
558,Female,55.24,105.45,40.21
559,Female,62.43,97.65,40.56
560,Male,50.21,102.14,48.14
561,Female,57.12,111.67,40.33
562,Female,56.84,112.09,42.95
563,Male,57.81,104.23,51.71
564,Female,57.77,109.57,49.36
565,Female,50.92,108.77,51.08
566,Female,54.07,109.27,38.63
567,Female,59.62,112.52,43.06
568,Female,57.35,104.4,46.14
569,Female,55.66,105.37,46.06
570,Female,57.93,106.59,45.8
571,Female,59.07,112.18,40.78
572,Male,53.94,105.9,43.37
573,Male,46.74,110.06,48.47
574,Male,55.29,110.06,45.81
575,Female,64.33,108.44,42.49
576,Male,50.55,108.59,42.96
577,Female,62.5,106.36,47.25
578,Female,48.5,103.06,49.69
579,Female,59.89,100.05,52.48
580,Female,61.32,104.59,44.69
581,Male,57.69,100.54,44.52
582,Female,54.28,106.92,47.56
583,Female,52.42,103.29,45.72
584,Female,52.29,106.27,44.44
585,Male,50.49,98.2,52.5
586,Female,55.7,101.01,44.13
587,Female,57.16,107.71,44.13
588,Female,57.96,108.98,36.56
589,Male,49.55,102.01,48.47
590,Male,52.22,103.26,39.16
591,Male,53.1,103.21,42.69
592,Male,54.42,108.35,46.27
593,Female,59.48,102.05,42.08
594,Male,58.29,102.68,36.69
595,Male,60.49,107.04,42.01
596,Female,50.46,106.17,45.6
597,Male,56.06,98.38,49.49
598,Male,56.29,111.11,46.78
599,Male,59.68,109.82,49.06
600,Male,60.53,109.38,41.96
601,Female,60.9,101.47,46.91
602,Male,58.3,104.03,50.86
603,Female,57.68,100.26,46.73
604,Female,52.36,109.41,50.36
605,Female,54.2,100.28,46.2
606,Female,60.88,104.57,45.23
607,Female,60.29,101.09,42.88
608,Female,52.99,104.8,50.02
609,Male,59.3,107.44,51.18
610,Male,54.21,95.87,52.66
611,Female,56.71,117.77,47.61
612,Male,59.96,103.43,47.69
613,Female,58.79,106.59,41.93
614,Male,57.17,97.91,47.04
615,Female,60.15,98.32,45.05
616,Female,54.65,105.65,43.45
617,Male,56.95,98.94,49.39
618,Female,64.96,96.9,39.91
619,Female,59.31,109.11,50.13
620,Male,55.99,110.0,41.8
621,Female,53.75,106.94,46.63
622,Male,49.33,106.87,41.81
623,Male,57.81,107.23,40.11
624,Female,49.24,98.94,45.11
625,Male,54.0,109.18,38.65
626,Male,56.08,102.37,48.53
627,Male,52.59,96.92,43.91
628,Female,52.83,115.26,43.77
629,Male,52.22,101.56,54.64
630,Male,51.44,113.24,41.92
631,Male,52.66,97.48,46.71
632,Male,53.32,110.33,39.81
633,Male,48.57,106.97,43.78
634,Male,53.85,98.51,42.06
635,Female,56.29,103.59,52.97
636,Male,59.7,100.1,48.82
637,Male,51.92,103.61,44.87
638,Female,54.16,104.03,43.24
639,Male,54.92,97.96,41.42
640,Female,57.91,112.48,44.0
641,Male,54.52,105.87,41.49
642,Male,54.15,104.85,41.06
643,Female,59.36,99.02,42.65
644,Female,55.52,110.93,47.46
645,Male,48.7,105.31,48.03
646,Male,65.89,106.18,51.6
647,Male,57.94,106.89,40.65
648,Male,59.4,100.2,38.66
649,Male,52.24,107.08,42.29
650,Male,52.17,103.26,44.02
651,Female,52.43,105.93,49.84
652,Male,43.7,96.38,39.5
653,Male,51.47,108.59,43.03
654,Female,61.05,101.9,52.1
655,Female,53.32,107.87,50.61
656,Male,58.6,108.72,44.8
657,Male,58.49,98.18,52.06
658,Male,61.7,101.92,45.79
659,Male,53.91,106.15,45.52
660,Male,50.47,104.23,44.84
661,Male,49.06,105.39,43.01
662,Male,57.29,105.66,40.07
663,Female,50.07,105.09,56.04
664,Male,55.53,107.58,36.64
665,Female,53.27,100.71,46.98
666,Female,62.52,134.28,65.25
667,Male,59.62,128.85,60.45
668,Female,58.58,132.37,62.6
669,Female,64.88,130.29,65.6
670,Male,64.04,123.51,73.2
671,Female,59.78,130.65,58.94
672,Female,64.81,125.47,62.0
673,Female,63.14,134.36,66.24
674,Female,62.67,133.0,64.5
675,Male,63.71,124.58,68.67
676,Female,59.64,130.36,61.93
677,Female,62.25,133.47,68.27
678,Male,67.44,128.62,66.62
679,Male,58.86,131.79,66.91
680,Female,60.08,138.22,60.49
681,Male,52.56,129.99,60.54
682,Female,65.94,136.07,65.11
683,Female,56.53,124.22,67.65
684,Female,70.0,131.35,61.08
685,Male,70.0,127.06,60.41
686,Male,66.2,129.72,62.84
687,Female,57.79,131.73,69.32
688,Male,63.68,130.95,63.89
689,Male,66.76,137.06,68.53
690,Male,62.11,130.27,68.73
691,Male,69.97,131.93,62.61
692,Female,57.78,130.49,62.57
693,Male,61.33,125.42,68.42
694,Female,64.83,136.39,68.64
695,Female,64.25,132.19,67.87
696,Female,63.78,126.69,64.61
697,Female,58.13,127.38,67.7
698,Female,69.37,135.73,63.42
699,Female,58.75,130.21,66.12
700,Female,64.09,122.44,62.37
701,Male,63.63,141.45,62.67
702,Female,62.47,125.94,54.27
703,Female,59.79,132.62,69.46
704,Female,60.05,123.29,72.42
705,Female,60.14,135.0,64.08
706,Female,64.49,125.41,62.26
707,Female,53.52,132.62,65.62
708,Male,59.47,132.73,64.89
709,Female,61.29,128.6,68.03
710,Female,70.0,126.2,68.12
711,Male,63.03,128.61,68.72
712,Male,63.87,134.01,60.66
713,Female,59.32,133.78,59.75
714,Female,62.53,126.39,64.25
715,Female,63.63,136.36,61.58
716,Male,67.45,135.27,60.63
717,Male,56.0,131.86,65.8
718,Male,60.67,137.18,63.16
719,Male,57.62,141.36,63.78
720,Male,59.88,131.67,65.64
721,Male,66.18,128.58,67.88
722,Male,65.35,130.3,62.7
723,Male,59.45,132.72,61.07
724,Male,65.2,128.28,62.62
725,Female,59.84,128.97,65.24
726,Female,66.63,137.03,60.55
727,Male,56.37,136.03,70.27
728,Male,60.38,127.4,67.42
729,Male,62.55,138.64,63.33
730,Female,66.0,127.71,65.52
731,Female,56.08,128.11,67.47
732,Male,61.18,131.91,63.48
733,Male,65.56,137.86,61.33
734,Male,55.54,129.16,56.94
735,Female,59.56,125.34,60.98
736,Female,67.06,133.93,66.86
737,Male,63.51,131.76,64.47
738,Female,63.82,125.55,64.48
739,Male,62.1,132.52,59.44
740,Female,57.99,120.27,67.6
741,Female,59.75,122.07,72.49
742,Female,56.49,135.28,57.11
743,Male,64.43,128.69,58.54
744,Male,58.88,129.54,58.46
745,Female,58.93,129.42,60.75
746,Female,58.49,130.06,75.26
747,Male,59.4,135.51,60.74
748,Female,58.67,129.32,59.19
749,Male,56.29,132.61,69.88
750,Female,62.29,141.46,66.98
751,Female,56.95,129.31,73.82
752,Female,58.96,129.01,68.47
753,Female,60.8,126.05,66.27
754,Male,62.51,129.32,71.94
755,Female,56.97,119.88,66.06
756,Female,64.11,132.35,57.76
757,Male,58.74,129.81,63.2
758,Female,56.15,134.82,64.08
759,Male,66.63,138.42,57.48
760,Male,66.1,129.84,69.07
761,Female,60.33,122.35,69.0
762,Female,66.18,126.12,69.54
763,Female,67.0,129.38,61.76
764,Male,61.85,128.6,59.18
765,Female,58.38,132.05,63.43
766,Male,65.0,125.79,62.23
767,Male,61.59,130.91,64.81
768,Male,59.7,125.08,63.34
769,Female,64.0,120.15,60.35
770,Male,59.79,135.99,72.56
771,Male,64.95,133.58,65.51
772,Male,65.94,134.11,60.63
773,Male,67.88,129.92,69.17
774,Male,69.85,130.65,63.12
775,Female,58.67,128.0,67.12
776,Male,62.55,128.83,62.96
777,Male,60.15,127.97,60.91
778,Male,61.49,131.11,65.8
779,Female,54.53,126.79,64.8
780,Female,61.72,131.68,66.61
781,Male,68.52,127.92,69.6
782,Female,59.06,132.14,63.74
783,Male,63.09,121.12,63.89
784,Female,53.79,137.12,60.31
785,Male,62.6,125.61,62.84
786,Female,68.79,127.88,72.72
787,Female,55.67,125.66,66.38
788,Male,51.31,129.98,68.34
789,Female,63.89,128.45,66.42
790,Female,57.38,129.74,64.06
791,Female,60.04,134.45,62.61
792,Female,59.52,134.46,76.03
793,Female,66.61,135.02,72.99
794,Male,69.78,132.58,69.67
795,Male,63.44,132.33,64.58
796,Female,61.51,125.48,61.58
797,Male,57.46,124.73,59.32
798,Male,61.22,125.31,60.92
799,Male,56.68,124.46,61.4
800,Male,62.26,136.96,64.05
