CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
111,Male,20.66,35.53,79.89
112,Male,22.83,28.37,75.49
113,Female,27.15,31.52,81.1
114,Female,29.17,34.84,75.85
115,Male,30.92,33.91,76.81
116,Male,20.24,37.06,78.48
117,Female,23.99,36.14,82.04
118,Female,24.5,35.4,79.18
119,Female,31.16,36.26,72.28
120,Male,20.46,32.73,73.4
121,Male,22.13,33.42,77.85
122,Male,25.32,37.29,73.12
123,Male,32.72,34.48,81.52
124,Female,24.85,31.63,77.93
125,Female,27.82,34.35,77.03
126,Male,24.03,33.37,72.01
127,Male,22.55,36.38,76.06
128,Male,28.3,34.58,76.67
129,Male,21.07,35.43,81.33
130,Male,23.89,34.2,80.55
131,Female,24.18,36.38,79.88
132,Male,24.49,37.24,77.35
133,Male,31.43,34.58,83.13
134,Female,30.41,33.36,71.12
135,Male,33.15,37.89,72.85
136,Male,32.67,32.04,79.75
137,Female,28.5,39.33,70.29
138,Male,30.3,34.14,76.3
139,Male,30.54,43.65,32.19
140,Male,27.32,54.01,40.25
141,Male,29.08,52.57,33.67
142,Male,31.49,45.42,36.0
143,Female,37.4,43.43,33.26
144,Female,32.4,45.6,28.14
145,Male,39.7,44.18,31.6
146,Female,42.19,44.35,40.48
147,Male,29.8,49.2,31.44
148,Female,32.53,47.83,37.03
149,Male,40.92,39.87,26.78
150,Female,32.0,45.53,33.36
151,Female,30.6,51.58,42.04
152,Female,31.48,45.54,30.29
153,Female,31.9,50.42,28.21
154,Female,30.62,55.77,32.68
155,Male,32.04,54.58,38.09
156,Female,34.0,46.58,26.88
157,Female,35.06,45.94,23.09
158,Female,29.41,42.4,36.04
159,Male,22.89,45.12,32.18
160,Female,37.92,46.48,36.61
161,Female,32.22,41.6,34.01
162,Male,30.7,53.77,24.58
163,Male,29.38,54.55,29.39
164,Female,29.62,47.44,31.28
165,Female,36.36,55.89,30.89
166,Female,28.64,52.57,30.18
167,Female,36.64,47.46,34.32
168,Female,34.99,50.8,41.03
169,Female,28.28,47.46,36.28
170,Female,33.4,50.04,28.74
171,Female,31.03,47.93,37.86
172,Female,33.4,52.7,27.25
173,Female,29.14,44.78,32.84
174,Male,33.47,51.24,33.53
175,Male,36.03,48.73,32.02
176,Female,30.89,48.6,26.27
177,Male,35.35,42.72,32.21
178,Male,33.62,43.73,27.08
179,Female,36.9,48.57,31.9
180,Female,29.78,54.23,30.96
181,Female,34.84,51.97,37.18
182,Male,29.39,41.94,38.11
183,Male,33.3,49.83,33.45
184,Male,31.37,46.71,33.25
185,Female,30.47,48.57,37.38
186,Male,32.73,53.75,31.38
187,Male,41.4,50.51,33.13
188,Female,32.33,47.37,31.29
189,Male,31.16,50.67,31.56
190,Male,33.67,48.31,32.38
191,Female,34.85,47.71,42.03
192,Male,34.36,47.22,32.9
193,Male,35.41,50.57,33.69
194,Male,34.41,49.38,37.25
195,Female,32.01,56.51,29.3
196,Female,35.05,40.93,32.26
197,Female,31.99,46.49,30.0
198,Female,30.79,44.54,27.42
199,Female,34.31,49.69,38.55
200,Male,34.66,48.02,30.52
201,Male,31.56,50.86,37.22
202,Female,34.45,55.82,31.13
203,Female,37.65,47.65,29.15
204,Male,24.12,43.34,30.34
205,Male,35.33,47.12,32.14
206,Female,26.54,45.34,34.85
207,Female,35.82,49.59,35.66
208,Male,35.41,59.29,84.81
209,Male,39.93,62.36,85.26
210,Male,42.15,67.58,82.67
211,Female,38.43,62.64,83.64
212,Male,37.25,61.87,89.14
213,Male,40.97,64.91,91.17
214,Female,40.02,56.25,88.34
215,Female,40.57,55.96,92.8
216,Male,33.56,61.05,91.35
217,Male,36.84,67.56,78.32
218,Female,35.52,67.64,91.62
219,Female,39.72,65.41,91.84
220,Female,38.36,63.92,85.23
221,Female,33.85,61.38,87.14
222,Female,32.42,65.29,84.66
223,Female,32.68,52.56,91.31
224,Male,39.08,63.37,92.42
225,Female,40.04,64.03,91.46
226,Male,41.79,66.05,88.28
227,Male,37.99,57.82,90.73
228,Female,39.35,58.68,87.31
229,Male,39.05,57.75,89.54
230,Female,37.65,58.69,89.77
231,Female,35.97,61.93,89.85
232,Male,33.31,63.12,84.33
233,Female,33.65,54.82,85.47
234,Male,37.59,63.13,89.88
235,Male,38.63,56.86,88.87
236,Male,41.47,63.77,82.25
237,Male,35.59,60.81,82.51
238,Female,35.22,63.6,86.52
239,Female,37.39,66.3,87.19
240,Female,38.76,59.09,84.34
241,Male,36.92,62.23,94.01
242,Male,32.79,63.38,93.83
243,Female,33.01,66.3,85.45
244,Male,37.22,61.71,86.51
245,Female,36.95,61.53,80.73
246,Male,40.82,61.84,83.1
247,Male,33.79,61.34,84.25
248,Female,40.02,62.36,89.62
249,Male,35.86,59.26,98.26
250,Female,38.22,64.47,85.3
251,Male,39.84,56.96,83.44
252,Female,33.29,67.2,92.65
253,Male,40.93,59.32,83.59
254,Male,37.32,60.35,94.19
255,Female,39.29,63.74,91.67
256,Male,43.06,65.77,90.77
257,Female,34.1,69.89,93.4
258,Female,32.11,63.47,90.25
259,Female,39.11,68.58,82.52
260,Female,36.02,65.61,84.56
261,Male,44.29,59.68,85.11
262,Female,35.36,61.57,92.12
263,Female,35.79,70.16,82.81
264,Male,28.06,61.41,84.33
265,Female,42.99,55.74,86.72
266,Male,31.6,62.11,84.53
267,Female,38.84,61.33,81.62
268,Female,38.43,57.13,89.72
269,Female,36.67,61.98,93.51
270,Male,37.75,58.05,83.15
271,Female,37.0,59.95,82.65
272,Female,36.45,67.13,87.66
273,Male,44.52,62.86,90.75
274,Female,42.65,57.86,85.81
275,Female,32.24,62.48,83.86
276,Female,36.18,63.02,88.6
277,Female,41.56,74.54,48.01
278,Female,46.95,72.13,37.97
279,Male,43.58,73.28,43.53
280,Male,53.48,78.7,49.05
281,Female,44.81,75.52,51.44
282,Female,36.47,82.04,48.19
283,Female,48.17,79.52,45.18
284,Female,44.67,73.33,50.98
285,Female,43.94,86.74,50.31
286,Female,49.65,66.96,41.6
287,Female,37.82,73.98,48.98
288,Female,52.47,75.68,44.4
289,Female,40.75,79.97,42.96
290,Female,47.62,80.77,48.55
291,Male,49.03,73.55,47.66
292,Male,42.82,75.4,47.22
293,Female,41.69,79.32,46.52
294,Female,43.79,73.27,44.94
295,Female,37.58,73.27,53.37
296,Female,47.29,71.35,45.88
297,Male,46.75,73.05,51.81
298,Female,41.43,71.47,52.8
299,Male,40.39,73.05,50.15
300,Male,40.49,81.31,51.07
301,Male,43.16,78.2,36.29
302,Female,46.21,69.04,45.82
303,Male,41.99,73.2,44.35
304,Male,43.43,72.32,47.17
305,Female,47.97,74.25,45.02
306,Male,46.8,74.11,50.76
307,Female,37.57,69.89,45.72
308,Female,49.98,75.69,43.22
309,Male,42.03,67.01,52.74
310,Male,40.35,73.25,46.11
311,Female,50.04,76.35,49.77
312,Female,42.5,75.5,45.4
313,Male,40.78,72.32,43.5
314,Female,49.55,78.93,49.83
315,Female,48.5,68.13,49.91
316,Male,40.29,74.05,46.01
317,Female,46.21,73.6,47.5
318,Male,43.98,77.45,42.49
319,Female,36.14,74.42,50.38
320,Male,49.25,77.34,47.42
321,Female,44.83,76.6,41.02
322,Male,39.42,76.55,44.33
323,Female,51.92,74.12,41.66
324,Female,40.75,80.18,49.66
325,Male,47.91,69.85,47.79
326,Male,46.5,78.8,51.75
327,Male,41.33,73.04,46.17
328,Female,47.91,75.61,46.05
329,Male,42.67,75.04,50.54
330,Female,40.28,76.99,40.38
331,Male,45.2,74.74,56.87
332,Female,44.51,76.56,49.2
333,Male,50.11,72.25,51.94
334,Female,46.07,71.71,42.0
335,Female,42.92,76.57,43.16
336,Male,42.37,74.6,46.07
337,Male,43.02,74.84,46.34
338,Female,47.8,78.08,44.15
339,Female,42.99,82.06,45.35
340,Male,43.42,72.95,50.22
341,Female,41.12,67.49,49.71
342,Female,40.19,74.73,46.9
343,Male,45.93,77.38,45.89
344,Female,47.49,78.09,45.29
345,Male,44.14,73.89,53.07
346,Male,43.98,86.33,95.58
347,Female,44.88,95.49,83.27
348,Female,48.93,89.61,93.34
349,Male,54.18,88.97,91.15
350,Male,47.51,91.58,88.35
351,Female,47.61,93.52,87.66
352,Male,46.1,88.76,97.43
353,Female,51.74,93.14,91.73
354,Male,47.75,94.82,96.26
355,Male,53.88,93.16,92.4
356,Female,50.66,89.71,93.67
357,Male,48.55,93.99,95.4
358,Female,49.85,85.58,90.6
359,Female,48.0,92.47,91.29
360,Male,47.5,90.55,94.89
361,Male,51.18,92.06,94.24
362,Female,49.42,92.81,92.98
363,Female,50.02,94.79,91.66
364,Male,52.99,99.06,85.56
365,Male,56.08,90.02,93.09
366,Female,49.0,86.42,99.83
367,Male,56.74,89.91,84.49
368,Female,52.71,87.36,93.91
369,Female,47.94,89.06,86.6
370,Female,50.54,89.66,99.93
371,Female,47.8,89.8,85.84
372,Female,49.68,100.29,86.39
373,Female,48.02,92.27,96.73
374,Male,48.68,91.3,96.94
375,Male,49.53,87.26,95.12
376,Female,50.48,92.95,90.49
377,Male,50.95,91.8,95.27
378,Female,48.02,88.49,90.08
379,Female,52.87,89.13,95.77
380,Male,53.86,92.52,90.47
381,Female,50.48,88.35,90.46
382,Female,45.35,91.01,94.37
383,Female,47.62,95.82,96.84
384,Male,45.89,89.46,92.22
385,Male,42.51,92.51,88.71
386,Male,53.91,94.37,87.36
387,Female,46.69,93.26,93.82
388,Male,44.48,94.57,95.85
389,Male,51.99,91.73,91.7
390,Female,45.73,91.33,87.43
391,Female,52.39,93.87,99.88
392,Female,44.75,98.54,85.66
393,Female,47.01,91.26,91.79
394,Female,41.47,93.61,95.25
395,Male,47.85,95.35,86.29
396,Female,49.78,93.29,95.55
397,Male,48.89,94.87,92.99
398,Female,44.13,91.28,97.94
399,Female,45.66,92.15,88.03
400,Female,52.97,98.12,90.68
401,Male,48.89,92.16,95.19
402,Female,46.3,94.36,96.74
403,Female,51.47,87.71,96.9
404,Male,54.76,97.41,94.97
405,Female,54.6,90.84,97.27
406,Male,53.81,87.48,86.03
407,Female,50.08,93.45,96.0
408,Male,44.35,92.22,92.6
409,Male,51.57,95.33,94.7
410,Male,51.07,90.52,88.92
411,Female,46.91,98.54,92.31
412,Male,42.72,91.95,94.18
413,Male,46.6,88.19,87.9
414,Male,48.59,90.9,87.93
415,Female,58.91,115.23,57.47
416,Female,58.21,115.14,56.09
417,Female,56.21,116.34,60.08
418,Female,56.59,119.51,60.16
419,Male,55.22,114.23,60.85
420,Male,59.5,110.43,53.96
421,Female,59.74,114.0,59.1
422,Female,60.21,112.27,52.73
423,Female,57.99,113.23,62.61
424,Female,65.98,125.26,49.17
425,Male,53.91,119.39,64.41
426,Female,57.24,111.24,58.07
427,Male,62.59,117.86,56.35
428,Male,58.49,117.6,56.21
429,Female,55.2,109.77,60.68
430,Male,60.82,117.14,57.01
431,Female,59.17,117.55,57.56
432,Female,58.09,112.86,55.14
433,Male,61.79,115.75,50.32
434,Female,55.85,116.42,59.19
435,Female,60.01,110.91,61.02
436,Female,56.11,116.81,61.54
437,Male,60.65,115.38,60.83
438,Male,59.8,115.71,53.63
439,Female,58.96,114.14,59.07
440,Male,60.09,112.06,59.37
441,Male,61.19,110.31,58.17
442,Male,52.84,114.7,59.78
443,Male,56.79,115.25,54.5
444,Male,62.7,118.28,62.13
445,Female,53.09,112.46,55.32
446,Female,52.83,113.86,62.2
447,Female,53.56,117.32,52.11
448,Male,60.84,121.37,59.77
449,Male,60.5,117.89,57.81
450,Female,65.25,115.63,55.1
451,Male,57.96,115.22,54.62
452,Female,62.91,109.66,63.3
453,Female,52.67,125.45,52.71
454,Female,57.52,115.71,56.72
455,Male,58.1,113.6,51.14
456,Female,55.24,118.26,59.54
457,Male,56.32,109.01,53.56
458,Male,53.85,110.77,62.67
459,Male,61.59,110.0,55.32
460,Female,55.55,117.71,54.94
461,Male,57.61,116.6,61.58
462,Male,60.97,109.32,68.97
463,Female,53.77,112.48,61.1
464,Female,58.55,113.77,59.02
465,Female,53.77,111.44,61.29
466,Female,57.06,117.12,50.01
467,Male,53.94,110.54,62.77
468,Male,62.4,117.38,56.27
469,Male,58.93,120.87,54.91
470,Female,60.33,121.33,58.13
471,Female,56.62,108.95,59.44
472,Male,61.21,113.5,57.86
473,Female,59.27,117.66,58.12
474,Male,53.95,112.1,58.6
475,Female,58.58,111.6,55.75
476,Male,58.52,111.14,59.15
477,Male,53.31,119.93,61.82
478,Male,63.39,111.47,58.82
479,Male,59.56,109.38,67.16
480,Male,59.05,108.9,58.57
481,Male,56.59,115.57,61.78
482,Male,56.08,114.27,57.76
483,Male,55.87,123.37,57.27
484,Female,66.67,136.06,72.74
485,Female,66.49,133.96,73.63
486,Female,64.8,128.36,74.02
487,Female,65.78,133.5,71.79
488,Male,64.85,140.0,71.63
489,Female,61.97,134.19,70.38
490,Female,64.66,132.09,72.99
491,Female,68.64,137.29,78.4
492,Female,70.0,138.73,71.61
493,Female,68.31,132.57,75.33
494,Female,61.43,133.73,76.54
495,Female,65.03,134.51,68.01
496,Female,66.74,128.73,73.15
497,Male,69.12,135.41,72.58
498,Female,70.0,129.44,65.94
499,Male,66.91,131.71,70.86
500,Female,63.47,135.21,68.57
501,Female,69.1,136.78,71.92
502,Female,63.65,140.07,79.14
503,Female,66.74,133.4,67.54
504,Female,62.55,130.44,71.5
505,Male,64.91,140.03,66.67
506,Male,65.67,132.26,67.68
507,Female,64.4,132.67,74.05
508,Male,58.02,137.63,72.29
509,Female,65.52,131.56,72.63
510,Female,63.73,131.89,67.62
511,Female,64.25,137.67,75.09
512,Male,62.45,131.17,66.07
513,Female,67.47,134.68,74.09
514,Male,70.0,139.1,76.02
515,Female,62.71,138.17,71.21
516,Male,58.48,132.53,75.28
517,Male,64.99,134.26,76.04
518,Male,65.1,137.28,70.57
519,Male,66.57,136.22,70.72
520,Female,70.0,134.21,73.32
521,Male,68.06,137.34,72.75
522,Male,59.41,132.33,76.39
523,Female,60.02,134.2,72.31
524,Male,64.09,139.43,74.23
525,Female,64.87,138.22,76.16
526,Male,68.38,130.21,71.37
527,Male,58.85,135.6,71.08
528,Male,65.51,136.58,66.16
529,Male,68.94,130.4,60.28
530,Male,67.45,133.93,70.49
531,Male,65.85,136.27,76.6
532,Male,70.0,139.16,74.39
533,Male,60.56,136.32,80.17
534,Male,65.45,138.43,75.07
535,Female,60.63,133.34,75.66
536,Male,68.12,137.88,71.72
537,Female,69.07,138.42,77.1
538,Male,70.0,134.3,73.16
539,Female,70.0,134.93,68.71
540,Female,67.38,132.76,71.01
541,Female,70.0,139.87,69.36
542,Female,65.13,131.92,72.92
543,Male,67.17,133.1,72.08
544,Male,57.05,136.42,70.78
545,Female,63.09,128.17,74.89
546,Male,62.1,134.31,70.59
547,Female,70.0,137.0,71.95
548,Female,64.5,132.14,72.19
549,Male,65.6,127.71,68.74
550,Female,66.88,136.63,71.16
551,Male,67.44,132.54,72.69
552,Female,65.4,138.14,68.16
553,Male,61.28,135.74,80.99
554,Female,67.52,132.73,69.05
555,Female,69.77,137.0,64.65
556,Male,60.47,142.43,73.97
